code,description,category,subcategory,code_system
75325,Diagnostic radiology procedure 75325,Radiology,Diagnostic Radiology,CPT
75350,Diagnostic radiology procedure 75350,Radiology,Diagnostic Radiology,CPT
75375,Diagnostic radiology procedure 75375,Radiology,Diagnostic Radiology,CPT
75400,Diagnostic radiology procedure 75400,Radiology,Diagnostic Radiology,CPT
75425,Diagnostic radiology procedure 75425,Radiology,Diagnostic Radiology,CPT
75450,Diagnostic radiology procedure 75450,Radiology,Diagnostic Radiology,CPT
75475,Diagnostic radiology procedure 75475,Radiology,Diagnostic Radiology,CPT
75500,Diagnostic radiology procedure 75500,Radiology,Diagnostic Radiology,CPT
7551F,Performance measure 7551F,Category II - Performance Measures,Quality Measurement,CPT
75525,Diagnostic radiology procedure 75525,Radiology,Diagnostic Radiology,CPT
75550,Diagnostic radiology procedure 75550,Radiology,Diagnostic Radiology,CPT
75575,Diagnostic radiology procedure 75575,Radiology,Diagnostic Radiology,CPT
75600,Diagnostic radiology procedure 75600,Radiology,Diagnostic Radiology,CPT
75625,Diagnostic radiology procedure 75625,Radiology,Diagnostic Radiology,CPT
75650,Diagnostic radiology procedure 75650,Radiology,Diagnostic Radiology,CPT
75675,Diagnostic radiology procedure 75675,Radiology,Diagnostic Radiology,CPT
75700,Diagnostic radiology procedure 75700,Radiology,Diagnostic Radiology,CPT
75725,Diagnostic radiology procedure 75725,Radiology,Diagnostic Radiology,CPT
75750,Diagnostic radiology procedure 75750,Radiology,Diagnostic Radiology,CPT
75775,Diagnostic radiology procedure 75775,Radiology,Diagnostic Radiology,CPT
75800,Diagnostic radiology procedure 75800,Radiology,Diagnostic Radiology,CPT
75825,Diagnostic radiology procedure 75825,Radiology,Diagnostic Radiology,CPT
75850,Diagnostic radiology procedure 75850,Radiology,Diagnostic Radiology,CPT
75875,Diagnostic radiology procedure 75875,Radiology,Diagnostic Radiology,CPT
75900,Diagnostic radiology procedure 75900,Radiology,Diagnostic Radiology,CPT
75925,Diagnostic radiology procedure 75925,Radiology,Diagnostic Radiology,CPT
75950,Diagnostic radiology procedure 75950,Radiology,Diagnostic Radiology,CPT
75975,Diagnostic radiology procedure 75975,Radiology,Diagnostic Radiology,CPT
76000,Diagnostic radiology procedure 76000,Radiology,Diagnostic Radiology,CPT
7601F,Performance measure 7601F,Category II - Performance Measures,Quality Measurement,CPT
76025,Diagnostic radiology procedure 76025,Radiology,Diagnostic Radiology,CPT
76050,Diagnostic radiology procedure 76050,Radiology,Diagnostic Radiology,CPT
76075,Diagnostic radiology procedure 76075,Radiology,Diagnostic Radiology,CPT
76100,Diagnostic radiology procedure 76100,Radiology,Diagnostic Radiology,CPT
76125,Diagnostic radiology procedure 76125,Radiology,Diagnostic Radiology,CPT
76150,Diagnostic radiology procedure 76150,Radiology,Diagnostic Radiology,CPT
76175,Diagnostic radiology procedure 76175,Radiology,Diagnostic Radiology,CPT
76200,Diagnostic radiology procedure 76200,Radiology,Diagnostic Radiology,CPT
76225,Diagnostic radiology procedure 76225,Radiology,Diagnostic Radiology,CPT
76250,Diagnostic radiology procedure 76250,Radiology,Diagnostic Radiology,CPT
76275,Diagnostic radiology procedure 76275,Radiology,Diagnostic Radiology,CPT
76300,Diagnostic radiology procedure 76300,Radiology,Diagnostic Radiology,CPT
76325,Diagnostic radiology procedure 76325,Radiology,Diagnostic Radiology,CPT
76350,Diagnostic radiology procedure 76350,Radiology,Diagnostic Radiology,CPT
76375,Diagnostic radiology procedure 76375,Radiology,Diagnostic Radiology,CPT
76400,Diagnostic radiology procedure 76400,Radiology,Diagnostic Radiology,CPT
76425,Diagnostic radiology procedure 76425,Radiology,Diagnostic Radiology,CPT
76450,Diagnostic radiology procedure 76450,Radiology,Diagnostic Radiology,CPT
76475,Diagnostic radiology procedure 76475,Radiology,Diagnostic Radiology,CPT
76506,Diagnostic ultrasound 76506,Radiology,Diagnostic Ultrasound,CPT
7651F,Performance measure 7651F,Category II - Performance Measures,Quality Measurement,CPT
76526,Diagnostic ultrasound 76526,Radiology,Diagnostic Ultrasound,CPT
76546,Diagnostic ultrasound 76546,Radiology,Diagnostic Ultrasound,CPT
76566,Diagnostic ultrasound 76566,Radiology,Diagnostic Ultrasound,CPT
76586,Diagnostic ultrasound 76586,Radiology,Diagnostic Ultrasound,CPT
76606,Diagnostic ultrasound 76606,Radiology,Diagnostic Ultrasound,CPT
76626,Diagnostic ultrasound 76626,Radiology,Diagnostic Ultrasound,CPT
76646,Diagnostic ultrasound 76646,Radiology,Diagnostic Ultrasound,CPT
76666,Diagnostic ultrasound 76666,Radiology,Diagnostic Ultrasound,CPT
76686,Diagnostic ultrasound 76686,Radiology,Diagnostic Ultrasound,CPT
76706,Diagnostic ultrasound 76706,Radiology,Diagnostic Ultrasound,CPT
76726,Diagnostic ultrasound 76726,Radiology,Diagnostic Ultrasound,CPT
76746,Diagnostic ultrasound 76746,Radiology,Diagnostic Ultrasound,CPT
76766,Diagnostic ultrasound 76766,Radiology,Diagnostic Ultrasound,CPT
76786,Diagnostic ultrasound 76786,Radiology,Diagnostic Ultrasound,CPT
76806,Diagnostic ultrasound 76806,Radiology,Diagnostic Ultrasound,CPT
76826,Diagnostic ultrasound 76826,Radiology,Diagnostic Ultrasound,CPT
76846,Diagnostic ultrasound 76846,Radiology,Diagnostic Ultrasound,CPT
76866,Diagnostic ultrasound 76866,Radiology,Diagnostic Ultrasound,CPT
76886,Diagnostic ultrasound 76886,Radiology,Diagnostic Ultrasound,CPT
76906,Diagnostic ultrasound 76906,Radiology,Diagnostic Ultrasound,CPT
76926,Diagnostic ultrasound 76926,Radiology,Diagnostic Ultrasound,CPT
76946,Diagnostic ultrasound 76946,Radiology,Diagnostic Ultrasound,CPT
76966,Diagnostic ultrasound 76966,Radiology,Diagnostic Ultrasound,CPT
76986,Diagnostic ultrasound 76986,Radiology,Diagnostic Ultrasound,CPT
77000,Radiation oncology treatment 77000,Radiology,Radiation Oncology,CPT
7701F,Performance measure 7701F,Category II - Performance Measures,Quality Measurement,CPT
77020,Radiation oncology treatment 77020,Radiology,Radiation Oncology,CPT
77040,Radiation oncology treatment 77040,Radiology,Radiation Oncology,CPT
77060,Radiation oncology treatment 77060,Radiology,Radiation Oncology,CPT
77080,Radiation oncology treatment 77080,Radiology,Radiation Oncology,CPT
77100,Radiation oncology treatment 77100,Radiology,Radiation Oncology,CPT
77120,Radiation oncology treatment 77120,Radiology,Radiation Oncology,CPT
77140,Radiation oncology treatment 77140,Radiology,Radiation Oncology,CPT
77160,Radiation oncology treatment 77160,Radiology,Radiation Oncology,CPT
77180,Radiation oncology treatment 77180,Radiology,Radiation Oncology,CPT
77200,Radiation oncology treatment 77200,Radiology,Radiation Oncology,CPT
77220,Radiation oncology treatment 77220,Radiology,Radiation Oncology,CPT
77240,Radiation oncology treatment 77240,Radiology,Radiation Oncology,CPT
77260,Radiation oncology treatment 77260,Radiology,Radiation Oncology,CPT
77280,Radiation oncology treatment 77280,Radiology,Radiation Oncology,CPT
77300,Radiation oncology treatment 77300,Radiology,Radiation Oncology,CPT
77320,Radiation oncology treatment 77320,Radiology,Radiation Oncology,CPT
77340,Radiation oncology treatment 77340,Radiology,Radiation Oncology,CPT
77360,Radiation oncology treatment 77360,Radiology,Radiation Oncology,CPT
77380,Radiation oncology treatment 77380,Radiology,Radiation Oncology,CPT
77400,Radiation oncology treatment 77400,Radiology,Radiation Oncology,CPT
77420,Radiation oncology treatment 77420,Radiology,Radiation Oncology,CPT
77440,Radiation oncology treatment 77440,Radiology,Radiation Oncology,CPT
77460,Radiation oncology treatment 77460,Radiology,Radiation Oncology,CPT
77480,Radiation oncology treatment 77480,Radiology,Radiation Oncology,CPT
77500,Radiation oncology treatment 77500,Radiology,Radiation Oncology,CPT
7751F,Performance measure 7751F,Category II - Performance Measures,Quality Measurement,CPT
77520,Radiation oncology treatment 77520,Radiology,Radiation Oncology,CPT
77540,Radiation oncology treatment 77540,Radiology,Radiation Oncology,CPT
77560,Radiation oncology treatment 77560,Radiology,Radiation Oncology,CPT
77580,Radiation oncology treatment 77580,Radiology,Radiation Oncology,CPT
77600,Radiation oncology treatment 77600,Radiology,Radiation Oncology,CPT
77620,Radiation oncology treatment 77620,Radiology,Radiation Oncology,CPT
77640,Radiation oncology treatment 77640,Radiology,Radiation Oncology,CPT
77660,Radiation oncology treatment 77660,Radiology,Radiation Oncology,CPT
77680,Radiation oncology treatment 77680,Radiology,Radiation Oncology,CPT
77700,Radiation oncology treatment 77700,Radiology,Radiation Oncology,CPT
77720,Radiation oncology treatment 77720,Radiology,Radiation Oncology,CPT
77740,Radiation oncology treatment 77740,Radiology,Radiation Oncology,CPT
77760,Radiation oncology treatment 77760,Radiology,Radiation Oncology,CPT
77780,Radiation oncology treatment 77780,Radiology,Radiation Oncology,CPT
78000,Nuclear medicine procedure 78000,Radiology,Nuclear Medicine,CPT
7801F,Performance measure 7801F,Category II - Performance Measures,Quality Measurement,CPT
78025,Nuclear medicine procedure 78025,Radiology,Nuclear Medicine,CPT
78050,Nuclear medicine procedure 78050,Radiology,Nuclear Medicine,CPT
78075,Nuclear medicine procedure 78075,Radiology,Nuclear Medicine,CPT
78100,Nuclear medicine procedure 78100,Radiology,Nuclear Medicine,CPT
78125,Nuclear medicine procedure 78125,Radiology,Nuclear Medicine,CPT
78150,Nuclear medicine procedure 78150,Radiology,Nuclear Medicine,CPT
78175,Nuclear medicine procedure 78175,Radiology,Nuclear Medicine,CPT
78200,Nuclear medicine procedure 78200,Radiology,Nuclear Medicine,CPT
78225,Nuclear medicine procedure 78225,Radiology,Nuclear Medicine,CPT
78250,Nuclear medicine procedure 78250,Radiology,Nuclear Medicine,CPT
78275,Nuclear medicine procedure 78275,Radiology,Nuclear Medicine,CPT
78300,Nuclear medicine procedure 78300,Radiology,Nuclear Medicine,CPT
78325,Nuclear medicine procedure 78325,Radiology,Nuclear Medicine,CPT
78350,Nuclear medicine procedure 78350,Radiology,Nuclear Medicine,CPT
78375,Nuclear medicine procedure 78375,Radiology,Nuclear Medicine,CPT
78400,Nuclear medicine procedure 78400,Radiology,Nuclear Medicine,CPT
78425,Nuclear medicine procedure 78425,Radiology,Nuclear Medicine,CPT
78450,Nuclear medicine procedure 78450,Radiology,Nuclear Medicine,CPT
78475,Nuclear medicine procedure 78475,Radiology,Nuclear Medicine,CPT
78500,Nuclear medicine procedure 78500,Radiology,Nuclear Medicine,CPT
7851F,Performance measure 7851F,Category II - Performance Measures,Quality Measurement,CPT
78525,Nuclear medicine procedure 78525,Radiology,Nuclear Medicine,CPT
78550,Nuclear medicine procedure 78550,Radiology,Nuclear Medicine,CPT
78575,Nuclear medicine procedure 78575,Radiology,Nuclear Medicine,CPT
78600,Nuclear medicine procedure 78600,Radiology,Nuclear Medicine,CPT
78625,Nuclear medicine procedure 78625,Radiology,Nuclear Medicine,CPT
78650,Nuclear medicine procedure 78650,Radiology,Nuclear Medicine,CPT
78675,Nuclear medicine procedure 78675,Radiology,Nuclear Medicine,CPT
78700,Nuclear medicine procedure 78700,Radiology,Nuclear Medicine,CPT
78725,Nuclear medicine procedure 78725,Radiology,Nuclear Medicine,CPT
78750,Nuclear medicine procedure 78750,Radiology,Nuclear Medicine,CPT
78775,Nuclear medicine procedure 78775,Radiology,Nuclear Medicine,CPT
78800,Nuclear medicine procedure 78800,Radiology,Nuclear Medicine,CPT
78825,Nuclear medicine procedure 78825,Radiology,Nuclear Medicine,CPT
78850,Nuclear medicine procedure 78850,Radiology,Nuclear Medicine,CPT
78875,Nuclear medicine procedure 78875,Radiology,Nuclear Medicine,CPT
78900,Nuclear medicine procedure 78900,Radiology,Nuclear Medicine,CPT
78925,Nuclear medicine procedure 78925,Radiology,Nuclear Medicine,CPT
78950,Nuclear medicine procedure 78950,Radiology,Nuclear Medicine,CPT
78975,Nuclear medicine procedure 78975,Radiology,Nuclear Medicine,CPT
79000,Nuclear medicine procedure 79000,Radiology,Nuclear Medicine,CPT
7901F,Performance measure 7901F,Category II - Performance Measures,Quality Measurement,CPT
79025,Nuclear medicine procedure 79025,Radiology,Nuclear Medicine,CPT
79050,Nuclear medicine procedure 79050,Radiology,Nuclear Medicine,CPT
79075,Nuclear medicine procedure 79075,Radiology,Nuclear Medicine,CPT
79100,Nuclear medicine procedure 79100,Radiology,Nuclear Medicine,CPT
79125,Nuclear medicine procedure 79125,Radiology,Nuclear Medicine,CPT
79150,Nuclear medicine procedure 79150,Radiology,Nuclear Medicine,CPT
79175,Nuclear medicine procedure 79175,Radiology,Nuclear Medicine,CPT
79200,Nuclear medicine procedure 79200,Radiology,Nuclear Medicine,CPT
79225,Nuclear medicine procedure 79225,Radiology,Nuclear Medicine,CPT
79250,Nuclear medicine procedure 79250,Radiology,Nuclear Medicine,CPT
79275,Nuclear medicine procedure 79275,Radiology,Nuclear Medicine,CPT
79300,Nuclear medicine procedure 79300,Radiology,Nuclear Medicine,CPT
79325,Nuclear medicine procedure 79325,Radiology,Nuclear Medicine,CPT
79350,Nuclear medicine procedure 79350,Radiology,Nuclear Medicine,CPT
79375,Nuclear medicine procedure 79375,Radiology,Nuclear Medicine,CPT
79400,Nuclear medicine procedure 79400,Radiology,Nuclear Medicine,CPT
79425,Nuclear medicine procedure 79425,Radiology,Nuclear Medicine,CPT
79450,Nuclear medicine procedure 79450,Radiology,Nuclear Medicine,CPT
79475,Nuclear medicine procedure 79475,Radiology,Nuclear Medicine,CPT
79500,Nuclear medicine procedure 79500,Radiology,Nuclear Medicine,CPT
7951F,Performance measure 7951F,Category II - Performance Measures,Quality Measurement,CPT
79525,Nuclear medicine procedure 79525,Radiology,Nuclear Medicine,CPT
79550,Nuclear medicine procedure 79550,Radiology,Nuclear Medicine,CPT
79575,Nuclear medicine procedure 79575,Radiology,Nuclear Medicine,CPT
79600,Nuclear medicine procedure 79600,Radiology,Nuclear Medicine,CPT
79625,Nuclear medicine procedure 79625,Radiology,Nuclear Medicine,CPT
79650,Nuclear medicine procedure 79650,Radiology,Nuclear Medicine,CPT
79675,Nuclear medicine procedure 79675,Radiology,Nuclear Medicine,CPT
79700,Nuclear medicine procedure 79700,Radiology,Nuclear Medicine,CPT
79725,Nuclear medicine procedure 79725,Radiology,Nuclear Medicine,CPT
79750,Nuclear medicine procedure 79750,Radiology,Nuclear Medicine,CPT
79775,Nuclear medicine procedure 79775,Radiology,Nuclear Medicine,CPT
79800,Nuclear medicine procedure 79800,Radiology,Nuclear Medicine,CPT
79825,Nuclear medicine procedure 79825,Radiology,Nuclear Medicine,CPT
79850,Nuclear medicine procedure 79850,Radiology,Nuclear Medicine,CPT
79875,Nuclear medicine procedure 79875,Radiology,Nuclear Medicine,CPT
79900,Nuclear medicine procedure 79900,Radiology,Nuclear Medicine,CPT
79925,Nuclear medicine procedure 79925,Radiology,Nuclear Medicine,CPT
79950,Nuclear medicine procedure 79950,Radiology,Nuclear Medicine,CPT
79975,Nuclear medicine procedure 79975,Radiology,Nuclear Medicine,CPT
8001F,Performance measure 8001F,Category II - Performance Measures,Quality Measurement,CPT
80047,Organ or disease-oriented panel 80047,Pathology and Laboratory,Organ/Disease Panels,CPT
80048,Organ or disease-oriented panel 80048,Pathology and Laboratory,Organ/Disease Panels,CPT
80049,Organ or disease-oriented panel 80049,Pathology and Laboratory,Organ/Disease Panels,CPT
80050,Organ or disease-oriented panel 80050,Pathology and Laboratory,Organ/Disease Panels,CPT
80051,Organ or disease-oriented panel 80051,Pathology and Laboratory,Organ/Disease Panels,CPT
80052,Organ or disease-oriented panel 80052,Pathology and Laboratory,Organ/Disease Panels,CPT
80053,Organ or disease-oriented panel 80053,Pathology and Laboratory,Organ/Disease Panels,CPT
80054,Organ or disease-oriented panel 80054,Pathology and Laboratory,Organ/Disease Panels,CPT
80055,Organ or disease-oriented panel 80055,Pathology and Laboratory,Organ/Disease Panels,CPT
80056,Organ or disease-oriented panel 80056,Pathology and Laboratory,Organ/Disease Panels,CPT
80057,Organ or disease-oriented panel 80057,Pathology and Laboratory,Organ/Disease Panels,CPT
80058,Organ or disease-oriented panel 80058,Pathology and Laboratory,Organ/Disease Panels,CPT
80059,Organ or disease-oriented panel 80059,Pathology and Laboratory,Organ/Disease Panels,CPT
80060,Organ or disease-oriented panel 80060,Pathology and Laboratory,Organ/Disease Panels,CPT
80061,Organ or disease-oriented panel 80061,Pathology and Laboratory,Organ/Disease Panels,CPT
80062,Organ or disease-oriented panel 80062,Pathology and Laboratory,Organ/Disease Panels,CPT
80063,Organ or disease-oriented panel 80063,Pathology and Laboratory,Organ/Disease Panels,CPT
80064,Organ or disease-oriented panel 80064,Pathology and Laboratory,Organ/Disease Panels,CPT
80065,Organ or disease-oriented panel 80065,Pathology and Laboratory,Organ/Disease Panels,CPT
80066,Organ or disease-oriented panel 80066,Pathology and Laboratory,Organ/Disease Panels,CPT
80067,Organ or disease-oriented panel 80067,Pathology and Laboratory,Organ/Disease Panels,CPT
80068,Organ or disease-oriented panel 80068,Pathology and Laboratory,Organ/Disease Panels,CPT
80069,Organ or disease-oriented panel 80069,Pathology and Laboratory,Organ/Disease Panels,CPT
80070,Organ or disease-oriented panel 80070,Pathology and Laboratory,Organ/Disease Panels,CPT
80071,Organ or disease-oriented panel 80071,Pathology and Laboratory,Organ/Disease Panels,CPT
80072,Organ or disease-oriented panel 80072,Pathology and Laboratory,Organ/Disease Panels,CPT
80073,Organ or disease-oriented panel 80073,Pathology and Laboratory,Organ/Disease Panels,CPT
80074,Organ or disease-oriented panel 80074,Pathology and Laboratory,Organ/Disease Panels,CPT
80075,Organ or disease-oriented panel 80075,Pathology and Laboratory,Organ/Disease Panels,CPT
80076,Organ or disease-oriented panel 80076,Pathology and Laboratory,Organ/Disease Panels,CPT
80077,Organ or disease-oriented panel 80077,Pathology and Laboratory,Organ/Disease Panels,CPT
80078,Organ or disease-oriented panel 80078,Pathology and Laboratory,Organ/Disease Panels,CPT
80079,Organ or disease-oriented panel 80079,Pathology and Laboratory,Organ/Disease Panels,CPT
80080,Organ or disease-oriented panel 80080,Pathology and Laboratory,Organ/Disease Panels,CPT
80081,Organ or disease-oriented panel 80081,Pathology and Laboratory,Organ/Disease Panels,CPT
80150,Drug testing/assay 80150,Pathology and Laboratory,Drug Assays,CPT
80155,Drug testing/assay 80155,Pathology and Laboratory,Drug Assays,CPT
80160,Drug testing/assay 80160,Pathology and Laboratory,Drug Assays,CPT
80165,Drug testing/assay 80165,Pathology and Laboratory,Drug Assays,CPT
80170,Drug testing/assay 80170,Pathology and Laboratory,Drug Assays,CPT
80175,Drug testing/assay 80175,Pathology and Laboratory,Drug Assays,CPT
80180,Drug testing/assay 80180,Pathology and Laboratory,Drug Assays,CPT
80185,Drug testing/assay 80185,Pathology and Laboratory,Drug Assays,CPT
80190,Drug testing/assay 80190,Pathology and Laboratory,Drug Assays,CPT
80195,Drug testing/assay 80195,Pathology and Laboratory,Drug Assays,CPT
80200,Drug testing/assay 80200,Pathology and Laboratory,Drug Assays,CPT
80205,Drug testing/assay 80205,Pathology and Laboratory,Drug Assays,CPT
80210,Drug testing/assay 80210,Pathology and Laboratory,Drug Assays,CPT
80215,Drug testing/assay 80215,Pathology and Laboratory,Drug Assays,CPT
80220,Drug testing/assay 80220,Pathology and Laboratory,Drug Assays,CPT
80225,Drug testing/assay 80225,Pathology and Laboratory,Drug Assays,CPT
80230,Drug testing/assay 80230,Pathology and Laboratory,Drug Assays,CPT
80235,Drug testing/assay 80235,Pathology and Laboratory,Drug Assays,CPT
80240,Drug testing/assay 80240,Pathology and Laboratory,Drug Assays,CPT
80245,Drug testing/assay 80245,Pathology and Laboratory,Drug Assays,CPT
80250,Drug testing/assay 80250,Pathology and Laboratory,Drug Assays,CPT
80255,Drug testing/assay 80255,Pathology and Laboratory,Drug Assays,CPT
80260,Drug testing/assay 80260,Pathology and Laboratory,Drug Assays,CPT
80265,Drug testing/assay 80265,Pathology and Laboratory,Drug Assays,CPT
80270,Drug testing/assay 80270,Pathology and Laboratory,Drug Assays,CPT
80275,Drug testing/assay 80275,Pathology and Laboratory,Drug Assays,CPT
80280,Drug testing/assay 80280,Pathology and Laboratory,Drug Assays,CPT
80285,Drug testing/assay 80285,Pathology and Laboratory,Drug Assays,CPT
80290,Drug testing/assay 80290,Pathology and Laboratory,Drug Assays,CPT
80295,Drug testing/assay 80295,Pathology and Laboratory,Drug Assays,CPT
80300,Drug testing/assay 80300,Pathology and Laboratory,Drug Assays,CPT
80305,Drug testing/assay 80305,Pathology and Laboratory,Drug Assays,CPT
80310,Drug testing/assay 80310,Pathology and Laboratory,Drug Assays,CPT
80315,Drug testing/assay 80315,Pathology and Laboratory,Drug Assays,CPT
80320,Drug testing/assay 80320,Pathology and Laboratory,Drug Assays,CPT
80325,Drug testing/assay 80325,Pathology and Laboratory,Drug Assays,CPT
80330,Drug testing/assay 80330,Pathology and Laboratory,Drug Assays,CPT
80335,Drug testing/assay 80335,Pathology and Laboratory,Drug Assays,CPT
80340,Drug testing/assay 80340,Pathology and Laboratory,Drug Assays,CPT
80345,Drug testing/assay 80345,Pathology and Laboratory,Drug Assays,CPT
80350,Drug testing/assay 80350,Pathology and Laboratory,Drug Assays,CPT
80355,Drug testing/assay 80355,Pathology and Laboratory,Drug Assays,CPT
80360,Drug testing/assay 80360,Pathology and Laboratory,Drug Assays,CPT
80365,Drug testing/assay 80365,Pathology and Laboratory,Drug Assays,CPT
80370,Drug testing/assay 80370,Pathology and Laboratory,Drug Assays,CPT
80375,Drug testing/assay 80375,Pathology and Laboratory,Drug Assays,CPT
8051F,Performance measure 8051F,Category II - Performance Measures,Quality Measurement,CPT
8101F,Performance measure 8101F,Category II - Performance Measures,Quality Measurement,CPT
8151F,Performance measure 8151F,Category II - Performance Measures,Quality Measurement,CPT
82000,Chemistry test 82000,Pathology and Laboratory,Chemistry,CPT
8201F,Performance measure 8201F,Category II - Performance Measures,Quality Measurement,CPT
82020,Chemistry test 82020,Pathology and Laboratory,Chemistry,CPT
82040,Chemistry test 82040,Pathology and Laboratory,Chemistry,CPT
82060,Chemistry test 82060,Pathology and Laboratory,Chemistry,CPT
82080,Chemistry test 82080,Pathology and Laboratory,Chemistry,CPT
82100,Chemistry test 82100,Pathology and Laboratory,Chemistry,CPT
82120,Chemistry test 82120,Pathology and Laboratory,Chemistry,CPT
82140,Chemistry test 82140,Pathology and Laboratory,Chemistry,CPT
82160,Chemistry test 82160,Pathology and Laboratory,Chemistry,CPT
82180,Chemistry test 82180,Pathology and Laboratory,Chemistry,CPT
82200,Chemistry test 82200,Pathology and Laboratory,Chemistry,CPT
82220,Chemistry test 82220,Pathology and Laboratory,Chemistry,CPT
82240,Chemistry test 82240,Pathology and Laboratory,Chemistry,CPT
82260,Chemistry test 82260,Pathology and Laboratory,Chemistry,CPT
82280,Chemistry test 82280,Pathology and Laboratory,Chemistry,CPT
82300,Chemistry test 82300,Pathology and Laboratory,Chemistry,CPT
82320,Chemistry test 82320,Pathology and Laboratory,Chemistry,CPT
82340,Chemistry test 82340,Pathology and Laboratory,Chemistry,CPT
82360,Chemistry test 82360,Pathology and Laboratory,Chemistry,CPT
82380,Chemistry test 82380,Pathology and Laboratory,Chemistry,CPT
82400,Chemistry test 82400,Pathology and Laboratory,Chemistry,CPT
82420,Chemistry test 82420,Pathology and Laboratory,Chemistry,CPT
82440,Chemistry test 82440,Pathology and Laboratory,Chemistry,CPT
82460,Chemistry test 82460,Pathology and Laboratory,Chemistry,CPT
82480,Chemistry test 82480,Pathology and Laboratory,Chemistry,CPT
82500,Chemistry test 82500,Pathology and Laboratory,Chemistry,CPT
8251F,Performance measure 8251F,Category II - Performance Measures,Quality Measurement,CPT
82520,Chemistry test 82520,Pathology and Laboratory,Chemistry,CPT
82540,Chemistry test 82540,Pathology and Laboratory,Chemistry,CPT
82560,Chemistry test 82560,Pathology and Laboratory,Chemistry,CPT
82580,Chemistry test 82580,Pathology and Laboratory,Chemistry,CPT
82600,Chemistry test 82600,Pathology and Laboratory,Chemistry,CPT
82620,Chemistry test 82620,Pathology and Laboratory,Chemistry,CPT
82640,Chemistry test 82640,Pathology and Laboratory,Chemistry,CPT
82660,Chemistry test 82660,Pathology and Laboratory,Chemistry,CPT
82680,Chemistry test 82680,Pathology and Laboratory,Chemistry,CPT
82700,Chemistry test 82700,Pathology and Laboratory,Chemistry,CPT
82720,Chemistry test 82720,Pathology and Laboratory,Chemistry,CPT
82740,Chemistry test 82740,Pathology and Laboratory,Chemistry,CPT
82760,Chemistry test 82760,Pathology and Laboratory,Chemistry,CPT
82780,Chemistry test 82780,Pathology and Laboratory,Chemistry,CPT
82800,Chemistry test 82800,Pathology and Laboratory,Chemistry,CPT
82820,Chemistry test 82820,Pathology and Laboratory,Chemistry,CPT
82840,Chemistry test 82840,Pathology and Laboratory,Chemistry,CPT
82860,Chemistry test 82860,Pathology and Laboratory,Chemistry,CPT
82880,Chemistry test 82880,Pathology and Laboratory,Chemistry,CPT
82900,Chemistry test 82900,Pathology and Laboratory,Chemistry,CPT
82920,Chemistry test 82920,Pathology and Laboratory,Chemistry,CPT
82940,Chemistry test 82940,Pathology and Laboratory,Chemistry,CPT
82960,Chemistry test 82960,Pathology and Laboratory,Chemistry,CPT
82980,Chemistry test 82980,Pathology and Laboratory,Chemistry,CPT
83000,Chemistry test 83000,Pathology and Laboratory,Chemistry,CPT
8301F,Performance measure 8301F,Category II - Performance Measures,Quality Measurement,CPT
83020,Chemistry test 83020,Pathology and Laboratory,Chemistry,CPT
83040,Chemistry test 83040,Pathology and Laboratory,Chemistry,CPT
83060,Chemistry test 83060,Pathology and Laboratory,Chemistry,CPT
83080,Chemistry test 83080,Pathology and Laboratory,Chemistry,CPT
83100,Chemistry test 83100,Pathology and Laboratory,Chemistry,CPT
83120,Chemistry test 83120,Pathology and Laboratory,Chemistry,CPT
83140,Chemistry test 83140,Pathology and Laboratory,Chemistry,CPT
83160,Chemistry test 83160,Pathology and Laboratory,Chemistry,CPT
83180,Chemistry test 83180,Pathology and Laboratory,Chemistry,CPT
83200,Chemistry test 83200,Pathology and Laboratory,Chemistry,CPT
83220,Chemistry test 83220,Pathology and Laboratory,Chemistry,CPT
83240,Chemistry test 83240,Pathology and Laboratory,Chemistry,CPT
83260,Chemistry test 83260,Pathology and Laboratory,Chemistry,CPT
83280,Chemistry test 83280,Pathology and Laboratory,Chemistry,CPT
83300,Chemistry test 83300,Pathology and Laboratory,Chemistry,CPT
83320,Chemistry test 83320,Pathology and Laboratory,Chemistry,CPT
83340,Chemistry test 83340,Pathology and Laboratory,Chemistry,CPT
83360,Chemistry test 83360,Pathology and Laboratory,Chemistry,CPT
83380,Chemistry test 83380,Pathology and Laboratory,Chemistry,CPT
83400,Chemistry test 83400,Pathology and Laboratory,Chemistry,CPT
83420,Chemistry test 83420,Pathology and Laboratory,Chemistry,CPT
83440,Chemistry test 83440,Pathology and Laboratory,Chemistry,CPT
83460,Chemistry test 83460,Pathology and Laboratory,Chemistry,CPT
83480,Chemistry test 83480,Pathology and Laboratory,Chemistry,CPT
83500,Chemistry test 83500,Pathology and Laboratory,Chemistry,CPT
8351F,Performance measure 8351F,Category II - Performance Measures,Quality Measurement,CPT
83520,Chemistry test 83520,Pathology and Laboratory,Chemistry,CPT
83540,Chemistry test 83540,Pathology and Laboratory,Chemistry,CPT
83560,Chemistry test 83560,Pathology and Laboratory,Chemistry,CPT
83580,Chemistry test 83580,Pathology and Laboratory,Chemistry,CPT
83600,Chemistry test 83600,Pathology and Laboratory,Chemistry,CPT
83620,Chemistry test 83620,Pathology and Laboratory,Chemistry,CPT
83640,Chemistry test 83640,Pathology and Laboratory,Chemistry,CPT
83660,Chemistry test 83660,Pathology and Laboratory,Chemistry,CPT
