code,description,category,code_system
L1920,Orthotic/prosthetic device/service 1920,Orthotics/Prosthetics,HCPCS Level II
L1925,Orthotic/prosthetic device/service 1925,Orthotics/Prosthetics,HCPCS Level II
L1930,Orthotic/prosthetic device/service 1930,Orthotics/Prosthetics,HCPCS Level II
L1935,Orthotic/prosthetic device/service 1935,Orthotics/Prosthetics,HCPCS Level II
L1940,Orthotic/prosthetic device/service 1940,Orthotics/Prosthetics,HCPCS Level II
L1945,Orthotic/prosthetic device/service 1945,Orthotics/Prosthetics,HCPCS Level II
L1950,Orthotic/prosthetic device/service 1950,Orthotics/Prosthetics,HCPCS Level II
L1955,Orthotic/prosthetic device/service 1955,Orthotics/Prosthetics,HCPCS Level II
L1960,Orthotic/prosthetic device/service 1960,Orthotics/Prosthetics,HCPCS Level II
L1965,Orthotic/prosthetic device/service 1965,Orthotics/Prosthetics,HCPCS Level II
L1970,Orthotic/prosthetic device/service 1970,Orthotics/Prosthetics,HCPCS Level II
L1975,Orthotic/prosthetic device/service 1975,Orthotics/Prosthetics,HCPCS Level II
L1980,Orthotic/prosthetic device/service 1980,Orthotics/Prosthetics,HCPCS Level II
L1985,Orthotic/prosthetic device/service 1985,Orthotics/Prosthetics,HCPCS Level II
L1990,Orthotic/prosthetic device/service 1990,Orthotics/Prosthetics,HCPCS Level II
L1995,Orthotic/prosthetic device/service 1995,Orthotics/Prosthetics,HCPCS Level II
L2000,Orthotic/prosthetic device/service 2000,Orthotics/Prosthetics,HCPCS Level II
L2005,Orthotic/prosthetic device/service 2005,Orthotics/Prosthetics,HCPCS Level II
L2010,Orthotic/prosthetic device/service 2010,Orthotics/Prosthetics,HCPCS Level II
L2015,Orthotic/prosthetic device/service 2015,Orthotics/Prosthetics,HCPCS Level II
L2020,Orthotic/prosthetic device/service 2020,Orthotics/Prosthetics,HCPCS Level II
L2025,Orthotic/prosthetic device/service 2025,Orthotics/Prosthetics,HCPCS Level II
L2030,Orthotic/prosthetic device/service 2030,Orthotics/Prosthetics,HCPCS Level II
L2035,Orthotic/prosthetic device/service 2035,Orthotics/Prosthetics,HCPCS Level II
L2040,Orthotic/prosthetic device/service 2040,Orthotics/Prosthetics,HCPCS Level II
L2045,Orthotic/prosthetic device/service 2045,Orthotics/Prosthetics,HCPCS Level II
L2050,Orthotic/prosthetic device/service 2050,Orthotics/Prosthetics,HCPCS Level II
L2055,Orthotic/prosthetic device/service 2055,Orthotics/Prosthetics,HCPCS Level II
L2060,Orthotic/prosthetic device/service 2060,Orthotics/Prosthetics,HCPCS Level II
L2065,Orthotic/prosthetic device/service 2065,Orthotics/Prosthetics,HCPCS Level II
L2070,Orthotic/prosthetic device/service 2070,Orthotics/Prosthetics,HCPCS Level II
L2075,Orthotic/prosthetic device/service 2075,Orthotics/Prosthetics,HCPCS Level II
L2080,Orthotic/prosthetic device/service 2080,Orthotics/Prosthetics,HCPCS Level II
L2085,Orthotic/prosthetic device/service 2085,Orthotics/Prosthetics,HCPCS Level II
L2090,Orthotic/prosthetic device/service 2090,Orthotics/Prosthetics,HCPCS Level II
L2095,Orthotic/prosthetic device/service 2095,Orthotics/Prosthetics,HCPCS Level II
L2100,Orthotic/prosthetic device/service 2100,Orthotics/Prosthetics,HCPCS Level II
L2105,Orthotic/prosthetic device/service 2105,Orthotics/Prosthetics,HCPCS Level II
L2110,Orthotic/prosthetic device/service 2110,Orthotics/Prosthetics,HCPCS Level II
L2115,Orthotic/prosthetic device/service 2115,Orthotics/Prosthetics,HCPCS Level II
L2120,Orthotic/prosthetic device/service 2120,Orthotics/Prosthetics,HCPCS Level II
L2125,Orthotic/prosthetic device/service 2125,Orthotics/Prosthetics,HCPCS Level II
L2130,Orthotic/prosthetic device/service 2130,Orthotics/Prosthetics,HCPCS Level II
L2135,Orthotic/prosthetic device/service 2135,Orthotics/Prosthetics,HCPCS Level II
L2140,Orthotic/prosthetic device/service 2140,Orthotics/Prosthetics,HCPCS Level II
L2145,Orthotic/prosthetic device/service 2145,Orthotics/Prosthetics,HCPCS Level II
L2150,Orthotic/prosthetic device/service 2150,Orthotics/Prosthetics,HCPCS Level II
L2155,Orthotic/prosthetic device/service 2155,Orthotics/Prosthetics,HCPCS Level II
L2160,Orthotic/prosthetic device/service 2160,Orthotics/Prosthetics,HCPCS Level II
L2165,Orthotic/prosthetic device/service 2165,Orthotics/Prosthetics,HCPCS Level II
L2170,Orthotic/prosthetic device/service 2170,Orthotics/Prosthetics,HCPCS Level II
L2175,Orthotic/prosthetic device/service 2175,Orthotics/Prosthetics,HCPCS Level II
L2180,Orthotic/prosthetic device/service 2180,Orthotics/Prosthetics,HCPCS Level II
L2185,Orthotic/prosthetic device/service 2185,Orthotics/Prosthetics,HCPCS Level II
L2190,Orthotic/prosthetic device/service 2190,Orthotics/Prosthetics,HCPCS Level II
L2195,Orthotic/prosthetic device/service 2195,Orthotics/Prosthetics,HCPCS Level II
L2200,Orthotic/prosthetic device/service 2200,Orthotics/Prosthetics,HCPCS Level II
L2205,Orthotic/prosthetic device/service 2205,Orthotics/Prosthetics,HCPCS Level II
L2210,Orthotic/prosthetic device/service 2210,Orthotics/Prosthetics,HCPCS Level II
L2215,Orthotic/prosthetic device/service 2215,Orthotics/Prosthetics,HCPCS Level II
L2220,Orthotic/prosthetic device/service 2220,Orthotics/Prosthetics,HCPCS Level II
L2225,Orthotic/prosthetic device/service 2225,Orthotics/Prosthetics,HCPCS Level II
L2230,Orthotic/prosthetic device/service 2230,Orthotics/Prosthetics,HCPCS Level II
L2235,Orthotic/prosthetic device/service 2235,Orthotics/Prosthetics,HCPCS Level II
L2240,Orthotic/prosthetic device/service 2240,Orthotics/Prosthetics,HCPCS Level II
L2245,Orthotic/prosthetic device/service 2245,Orthotics/Prosthetics,HCPCS Level II
L2250,Orthotic/prosthetic device/service 2250,Orthotics/Prosthetics,HCPCS Level II
L2255,Orthotic/prosthetic device/service 2255,Orthotics/Prosthetics,HCPCS Level II
L2260,Orthotic/prosthetic device/service 2260,Orthotics/Prosthetics,HCPCS Level II
L2265,Orthotic/prosthetic device/service 2265,Orthotics/Prosthetics,HCPCS Level II
L2270,Orthotic/prosthetic device/service 2270,Orthotics/Prosthetics,HCPCS Level II
L2275,Orthotic/prosthetic device/service 2275,Orthotics/Prosthetics,HCPCS Level II
L2280,Orthotic/prosthetic device/service 2280,Orthotics/Prosthetics,HCPCS Level II
L2285,Orthotic/prosthetic device/service 2285,Orthotics/Prosthetics,HCPCS Level II
L2290,Orthotic/prosthetic device/service 2290,Orthotics/Prosthetics,HCPCS Level II
L2295,Orthotic/prosthetic device/service 2295,Orthotics/Prosthetics,HCPCS Level II
L2300,Orthotic/prosthetic device/service 2300,Orthotics/Prosthetics,HCPCS Level II
L2305,Orthotic/prosthetic device/service 2305,Orthotics/Prosthetics,HCPCS Level II
L2310,Orthotic/prosthetic device/service 2310,Orthotics/Prosthetics,HCPCS Level II
L2315,Orthotic/prosthetic device/service 2315,Orthotics/Prosthetics,HCPCS Level II
L2320,Orthotic/prosthetic device/service 2320,Orthotics/Prosthetics,HCPCS Level II
L2325,Orthotic/prosthetic device/service 2325,Orthotics/Prosthetics,HCPCS Level II
L2330,Orthotic/prosthetic device/service 2330,Orthotics/Prosthetics,HCPCS Level II
L2335,Orthotic/prosthetic device/service 2335,Orthotics/Prosthetics,HCPCS Level II
L2340,Orthotic/prosthetic device/service 2340,Orthotics/Prosthetics,HCPCS Level II
L2345,Orthotic/prosthetic device/service 2345,Orthotics/Prosthetics,HCPCS Level II
L2350,Orthotic/prosthetic device/service 2350,Orthotics/Prosthetics,HCPCS Level II
L2355,Orthotic/prosthetic device/service 2355,Orthotics/Prosthetics,HCPCS Level II
L2360,Orthotic/prosthetic device/service 2360,Orthotics/Prosthetics,HCPCS Level II
L2365,Orthotic/prosthetic device/service 2365,Orthotics/Prosthetics,HCPCS Level II
L2370,Orthotic/prosthetic device/service 2370,Orthotics/Prosthetics,HCPCS Level II
L2375,Orthotic/prosthetic device/service 2375,Orthotics/Prosthetics,HCPCS Level II
L2380,Orthotic/prosthetic device/service 2380,Orthotics/Prosthetics,HCPCS Level II
L2385,Orthotic/prosthetic device/service 2385,Orthotics/Prosthetics,HCPCS Level II
L2390,Orthotic/prosthetic device/service 2390,Orthotics/Prosthetics,HCPCS Level II
L2395,Orthotic/prosthetic device/service 2395,Orthotics/Prosthetics,HCPCS Level II
L2400,Orthotic/prosthetic device/service 2400,Orthotics/Prosthetics,HCPCS Level II
L2405,Orthotic/prosthetic device/service 2405,Orthotics/Prosthetics,HCPCS Level II
L2410,Orthotic/prosthetic device/service 2410,Orthotics/Prosthetics,HCPCS Level II
L2415,Orthotic/prosthetic device/service 2415,Orthotics/Prosthetics,HCPCS Level II
L2420,Orthotic/prosthetic device/service 2420,Orthotics/Prosthetics,HCPCS Level II
L2425,Orthotic/prosthetic device/service 2425,Orthotics/Prosthetics,HCPCS Level II
L2430,Orthotic/prosthetic device/service 2430,Orthotics/Prosthetics,HCPCS Level II
L2435,Orthotic/prosthetic device/service 2435,Orthotics/Prosthetics,HCPCS Level II
L2440,Orthotic/prosthetic device/service 2440,Orthotics/Prosthetics,HCPCS Level II
L2445,Orthotic/prosthetic device/service 2445,Orthotics/Prosthetics,HCPCS Level II
L2450,Orthotic/prosthetic device/service 2450,Orthotics/Prosthetics,HCPCS Level II
L2455,Orthotic/prosthetic device/service 2455,Orthotics/Prosthetics,HCPCS Level II
L2460,Orthotic/prosthetic device/service 2460,Orthotics/Prosthetics,HCPCS Level II
L2465,Orthotic/prosthetic device/service 2465,Orthotics/Prosthetics,HCPCS Level II
L2470,Orthotic/prosthetic device/service 2470,Orthotics/Prosthetics,HCPCS Level II
L2475,Orthotic/prosthetic device/service 2475,Orthotics/Prosthetics,HCPCS Level II
L2480,Orthotic/prosthetic device/service 2480,Orthotics/Prosthetics,HCPCS Level II
L2485,Orthotic/prosthetic device/service 2485,Orthotics/Prosthetics,HCPCS Level II
L2490,Orthotic/prosthetic device/service 2490,Orthotics/Prosthetics,HCPCS Level II
L2495,Orthotic/prosthetic device/service 2495,Orthotics/Prosthetics,HCPCS Level II
L2500,Orthotic/prosthetic device/service 2500,Orthotics/Prosthetics,HCPCS Level II
L2505,Orthotic/prosthetic device/service 2505,Orthotics/Prosthetics,HCPCS Level II
L2510,Orthotic/prosthetic device/service 2510,Orthotics/Prosthetics,HCPCS Level II
L2515,Orthotic/prosthetic device/service 2515,Orthotics/Prosthetics,HCPCS Level II
L2520,Orthotic/prosthetic device/service 2520,Orthotics/Prosthetics,HCPCS Level II
L2525,Orthotic/prosthetic device/service 2525,Orthotics/Prosthetics,HCPCS Level II
L2530,Orthotic/prosthetic device/service 2530,Orthotics/Prosthetics,HCPCS Level II
L2535,Orthotic/prosthetic device/service 2535,Orthotics/Prosthetics,HCPCS Level II
L2540,Orthotic/prosthetic device/service 2540,Orthotics/Prosthetics,HCPCS Level II
L2545,Orthotic/prosthetic device/service 2545,Orthotics/Prosthetics,HCPCS Level II
L2550,Orthotic/prosthetic device/service 2550,Orthotics/Prosthetics,HCPCS Level II
L2555,Orthotic/prosthetic device/service 2555,Orthotics/Prosthetics,HCPCS Level II
L2560,Orthotic/prosthetic device/service 2560,Orthotics/Prosthetics,HCPCS Level II
L2565,Orthotic/prosthetic device/service 2565,Orthotics/Prosthetics,HCPCS Level II
L2570,Orthotic/prosthetic device/service 2570,Orthotics/Prosthetics,HCPCS Level II
L2575,Orthotic/prosthetic device/service 2575,Orthotics/Prosthetics,HCPCS Level II
L2580,Orthotic/prosthetic device/service 2580,Orthotics/Prosthetics,HCPCS Level II
L2585,Orthotic/prosthetic device/service 2585,Orthotics/Prosthetics,HCPCS Level II
L2590,Orthotic/prosthetic device/service 2590,Orthotics/Prosthetics,HCPCS Level II
L2595,Orthotic/prosthetic device/service 2595,Orthotics/Prosthetics,HCPCS Level II
L2600,Orthotic/prosthetic device/service 2600,Orthotics/Prosthetics,HCPCS Level II
L2605,Orthotic/prosthetic device/service 2605,Orthotics/Prosthetics,HCPCS Level II
L2610,Orthotic/prosthetic device/service 2610,Orthotics/Prosthetics,HCPCS Level II
L2615,Orthotic/prosthetic device/service 2615,Orthotics/Prosthetics,HCPCS Level II
L2620,Orthotic/prosthetic device/service 2620,Orthotics/Prosthetics,HCPCS Level II
L2625,Orthotic/prosthetic device/service 2625,Orthotics/Prosthetics,HCPCS Level II
L2630,Orthotic/prosthetic device/service 2630,Orthotics/Prosthetics,HCPCS Level II
L2635,Orthotic/prosthetic device/service 2635,Orthotics/Prosthetics,HCPCS Level II
L2640,Orthotic/prosthetic device/service 2640,Orthotics/Prosthetics,HCPCS Level II
L2645,Orthotic/prosthetic device/service 2645,Orthotics/Prosthetics,HCPCS Level II
L2650,Orthotic/prosthetic device/service 2650,Orthotics/Prosthetics,HCPCS Level II
L2655,Orthotic/prosthetic device/service 2655,Orthotics/Prosthetics,HCPCS Level II
L2660,Orthotic/prosthetic device/service 2660,Orthotics/Prosthetics,HCPCS Level II
L2665,Orthotic/prosthetic device/service 2665,Orthotics/Prosthetics,HCPCS Level II
L2670,Orthotic/prosthetic device/service 2670,Orthotics/Prosthetics,HCPCS Level II
L2675,Orthotic/prosthetic device/service 2675,Orthotics/Prosthetics,HCPCS Level II
L2680,Orthotic/prosthetic device/service 2680,Orthotics/Prosthetics,HCPCS Level II
L2685,Orthotic/prosthetic device/service 2685,Orthotics/Prosthetics,HCPCS Level II
L2690,Orthotic/prosthetic device/service 2690,Orthotics/Prosthetics,HCPCS Level II
L2695,Orthotic/prosthetic device/service 2695,Orthotics/Prosthetics,HCPCS Level II
L2700,Orthotic/prosthetic device/service 2700,Orthotics/Prosthetics,HCPCS Level II
L2705,Orthotic/prosthetic device/service 2705,Orthotics/Prosthetics,HCPCS Level II
L2710,Orthotic/prosthetic device/service 2710,Orthotics/Prosthetics,HCPCS Level II
L2715,Orthotic/prosthetic device/service 2715,Orthotics/Prosthetics,HCPCS Level II
L2720,Orthotic/prosthetic device/service 2720,Orthotics/Prosthetics,HCPCS Level II
L2725,Orthotic/prosthetic device/service 2725,Orthotics/Prosthetics,HCPCS Level II
L2730,Orthotic/prosthetic device/service 2730,Orthotics/Prosthetics,HCPCS Level II
L2735,Orthotic/prosthetic device/service 2735,Orthotics/Prosthetics,HCPCS Level II
L2740,Orthotic/prosthetic device/service 2740,Orthotics/Prosthetics,HCPCS Level II
L2745,Orthotic/prosthetic device/service 2745,Orthotics/Prosthetics,HCPCS Level II
L2750,Orthotic/prosthetic device/service 2750,Orthotics/Prosthetics,HCPCS Level II
L2755,Orthotic/prosthetic device/service 2755,Orthotics/Prosthetics,HCPCS Level II
L2760,Orthotic/prosthetic device/service 2760,Orthotics/Prosthetics,HCPCS Level II
L2765,Orthotic/prosthetic device/service 2765,Orthotics/Prosthetics,HCPCS Level II
L2770,Orthotic/prosthetic device/service 2770,Orthotics/Prosthetics,HCPCS Level II
L2775,Orthotic/prosthetic device/service 2775,Orthotics/Prosthetics,HCPCS Level II
L2780,Orthotic/prosthetic device/service 2780,Orthotics/Prosthetics,HCPCS Level II
L2785,Orthotic/prosthetic device/service 2785,Orthotics/Prosthetics,HCPCS Level II
L2790,Orthotic/prosthetic device/service 2790,Orthotics/Prosthetics,HCPCS Level II
L2795,Orthotic/prosthetic device/service 2795,Orthotics/Prosthetics,HCPCS Level II
L2800,Orthotic/prosthetic device/service 2800,Orthotics/Prosthetics,HCPCS Level II
L2805,Orthotic/prosthetic device/service 2805,Orthotics/Prosthetics,HCPCS Level II
L2810,Orthotic/prosthetic device/service 2810,Orthotics/Prosthetics,HCPCS Level II
L2815,Orthotic/prosthetic device/service 2815,Orthotics/Prosthetics,HCPCS Level II
L2820,Orthotic/prosthetic device/service 2820,Orthotics/Prosthetics,HCPCS Level II
L2825,Orthotic/prosthetic device/service 2825,Orthotics/Prosthetics,HCPCS Level II
L2830,Orthotic/prosthetic device/service 2830,Orthotics/Prosthetics,HCPCS Level II
L2835,Orthotic/prosthetic device/service 2835,Orthotics/Prosthetics,HCPCS Level II
L2840,Orthotic/prosthetic device/service 2840,Orthotics/Prosthetics,HCPCS Level II
L2845,Orthotic/prosthetic device/service 2845,Orthotics/Prosthetics,HCPCS Level II
L2850,Orthotic/prosthetic device/service 2850,Orthotics/Prosthetics,HCPCS Level II
L2855,Orthotic/prosthetic device/service 2855,Orthotics/Prosthetics,HCPCS Level II
L2860,Orthotic/prosthetic device/service 2860,Orthotics/Prosthetics,HCPCS Level II
L2865,Orthotic/prosthetic device/service 2865,Orthotics/Prosthetics,HCPCS Level II
L2870,Orthotic/prosthetic device/service 2870,Orthotics/Prosthetics,HCPCS Level II
L2875,Orthotic/prosthetic device/service 2875,Orthotics/Prosthetics,HCPCS Level II
L2880,Orthotic/prosthetic device/service 2880,Orthotics/Prosthetics,HCPCS Level II
L2885,Orthotic/prosthetic device/service 2885,Orthotics/Prosthetics,HCPCS Level II
L2890,Orthotic/prosthetic device/service 2890,Orthotics/Prosthetics,HCPCS Level II
L2895,Orthotic/prosthetic device/service 2895,Orthotics/Prosthetics,HCPCS Level II
L2900,Orthotic/prosthetic device/service 2900,Orthotics/Prosthetics,HCPCS Level II
L2905,Orthotic/prosthetic device/service 2905,Orthotics/Prosthetics,HCPCS Level II
L2910,Orthotic/prosthetic device/service 2910,Orthotics/Prosthetics,HCPCS Level II
L2915,Orthotic/prosthetic device/service 2915,Orthotics/Prosthetics,HCPCS Level II
L2920,Orthotic/prosthetic device/service 2920,Orthotics/Prosthetics,HCPCS Level II
L2925,Orthotic/prosthetic device/service 2925,Orthotics/Prosthetics,HCPCS Level II
L2930,Orthotic/prosthetic device/service 2930,Orthotics/Prosthetics,HCPCS Level II
L2935,Orthotic/prosthetic device/service 2935,Orthotics/Prosthetics,HCPCS Level II
L2940,Orthotic/prosthetic device/service 2940,Orthotics/Prosthetics,HCPCS Level II
L2945,Orthotic/prosthetic device/service 2945,Orthotics/Prosthetics,HCPCS Level II
L2950,Orthotic/prosthetic device/service 2950,Orthotics/Prosthetics,HCPCS Level II
L2955,Orthotic/prosthetic device/service 2955,Orthotics/Prosthetics,HCPCS Level II
L2960,Orthotic/prosthetic device/service 2960,Orthotics/Prosthetics,HCPCS Level II
L2965,Orthotic/prosthetic device/service 2965,Orthotics/Prosthetics,HCPCS Level II
L2970,Orthotic/prosthetic device/service 2970,Orthotics/Prosthetics,HCPCS Level II
L2975,Orthotic/prosthetic device/service 2975,Orthotics/Prosthetics,HCPCS Level II
L2980,Orthotic/prosthetic device/service 2980,Orthotics/Prosthetics,HCPCS Level II
L2985,Orthotic/prosthetic device/service 2985,Orthotics/Prosthetics,HCPCS Level II
L2990,Orthotic/prosthetic device/service 2990,Orthotics/Prosthetics,HCPCS Level II
L2995,Orthotic/prosthetic device/service 2995,Orthotics/Prosthetics,HCPCS Level II
L3000,Orthotic/prosthetic device/service 3000,Orthotics/Prosthetics,HCPCS Level II
L3005,Orthotic/prosthetic device/service 3005,Orthotics/Prosthetics,HCPCS Level II
L3010,Orthotic/prosthetic device/service 3010,Orthotics/Prosthetics,HCPCS Level II
L3015,Orthotic/prosthetic device/service 3015,Orthotics/Prosthetics,HCPCS Level II
L3020,Orthotic/prosthetic device/service 3020,Orthotics/Prosthetics,HCPCS Level II
L3025,Orthotic/prosthetic device/service 3025,Orthotics/Prosthetics,HCPCS Level II
L3030,Orthotic/prosthetic device/service 3030,Orthotics/Prosthetics,HCPCS Level II
L3035,Orthotic/prosthetic device/service 3035,Orthotics/Prosthetics,HCPCS Level II
L3040,Orthotic/prosthetic device/service 3040,Orthotics/Prosthetics,HCPCS Level II
L3045,Orthotic/prosthetic device/service 3045,Orthotics/Prosthetics,HCPCS Level II
L3050,Orthotic/prosthetic device/service 3050,Orthotics/Prosthetics,HCPCS Level II
L3055,Orthotic/prosthetic device/service 3055,Orthotics/Prosthetics,HCPCS Level II
L3060,Orthotic/prosthetic device/service 3060,Orthotics/Prosthetics,HCPCS Level II
L3065,Orthotic/prosthetic device/service 3065,Orthotics/Prosthetics,HCPCS Level II
L3070,Orthotic/prosthetic device/service 3070,Orthotics/Prosthetics,HCPCS Level II
L3075,Orthotic/prosthetic device/service 3075,Orthotics/Prosthetics,HCPCS Level II
L3080,Orthotic/prosthetic device/service 3080,Orthotics/Prosthetics,HCPCS Level II
L3085,Orthotic/prosthetic device/service 3085,Orthotics/Prosthetics,HCPCS Level II
L3090,Orthotic/prosthetic device/service 3090,Orthotics/Prosthetics,HCPCS Level II
L3095,Orthotic/prosthetic device/service 3095,Orthotics/Prosthetics,HCPCS Level II
L3100,Orthotic/prosthetic device/service 3100,Orthotics/Prosthetics,HCPCS Level II
L3105,Orthotic/prosthetic device/service 3105,Orthotics/Prosthetics,HCPCS Level II
L3110,Orthotic/prosthetic device/service 3110,Orthotics/Prosthetics,HCPCS Level II
L3115,Orthotic/prosthetic device/service 3115,Orthotics/Prosthetics,HCPCS Level II
L3120,Orthotic/prosthetic device/service 3120,Orthotics/Prosthetics,HCPCS Level II
L3125,Orthotic/prosthetic device/service 3125,Orthotics/Prosthetics,HCPCS Level II
L3130,Orthotic/prosthetic device/service 3130,Orthotics/Prosthetics,HCPCS Level II
L3135,Orthotic/prosthetic device/service 3135,Orthotics/Prosthetics,HCPCS Level II
L3140,Orthotic/prosthetic device/service 3140,Orthotics/Prosthetics,HCPCS Level II
L3145,Orthotic/prosthetic device/service 3145,Orthotics/Prosthetics,HCPCS Level II
L3150,Orthotic/prosthetic device/service 3150,Orthotics/Prosthetics,HCPCS Level II
L3155,Orthotic/prosthetic device/service 3155,Orthotics/Prosthetics,HCPCS Level II
L3160,Orthotic/prosthetic device/service 3160,Orthotics/Prosthetics,HCPCS Level II
L3165,Orthotic/prosthetic device/service 3165,Orthotics/Prosthetics,HCPCS Level II
L3170,Orthotic/prosthetic device/service 3170,Orthotics/Prosthetics,HCPCS Level II
L3175,Orthotic/prosthetic device/service 3175,Orthotics/Prosthetics,HCPCS Level II
L3180,Orthotic/prosthetic device/service 3180,Orthotics/Prosthetics,HCPCS Level II
L3185,Orthotic/prosthetic device/service 3185,Orthotics/Prosthetics,HCPCS Level II
L3190,Orthotic/prosthetic device/service 3190,Orthotics/Prosthetics,HCPCS Level II
L3195,Orthotic/prosthetic device/service 3195,Orthotics/Prosthetics,HCPCS Level II
L3200,Orthotic/prosthetic device/service 3200,Orthotics/Prosthetics,HCPCS Level II
L3205,Orthotic/prosthetic device/service 3205,Orthotics/Prosthetics,HCPCS Level II
L3210,Orthotic/prosthetic device/service 3210,Orthotics/Prosthetics,HCPCS Level II
L3215,Orthotic/prosthetic device/service 3215,Orthotics/Prosthetics,HCPCS Level II
L3220,Orthotic/prosthetic device/service 3220,Orthotics/Prosthetics,HCPCS Level II
L3225,Orthotic/prosthetic device/service 3225,Orthotics/Prosthetics,HCPCS Level II
L3230,Orthotic/prosthetic device/service 3230,Orthotics/Prosthetics,HCPCS Level II
L3235,Orthotic/prosthetic device/service 3235,Orthotics/Prosthetics,HCPCS Level II
L3240,Orthotic/prosthetic device/service 3240,Orthotics/Prosthetics,HCPCS Level II
L3245,Orthotic/prosthetic device/service 3245,Orthotics/Prosthetics,HCPCS Level II
L3250,Orthotic/prosthetic device/service 3250,Orthotics/Prosthetics,HCPCS Level II
L3255,Orthotic/prosthetic device/service 3255,Orthotics/Prosthetics,HCPCS Level II
L3260,Orthotic/prosthetic device/service 3260,Orthotics/Prosthetics,HCPCS Level II
L3265,Orthotic/prosthetic device/service 3265,Orthotics/Prosthetics,HCPCS Level II
L3270,Orthotic/prosthetic device/service 3270,Orthotics/Prosthetics,HCPCS Level II
L3275,Orthotic/prosthetic device/service 3275,Orthotics/Prosthetics,HCPCS Level II
L3280,Orthotic/prosthetic device/service 3280,Orthotics/Prosthetics,HCPCS Level II
L3285,Orthotic/prosthetic device/service 3285,Orthotics/Prosthetics,HCPCS Level II
L3290,Orthotic/prosthetic device/service 3290,Orthotics/Prosthetics,HCPCS Level II
L3295,Orthotic/prosthetic device/service 3295,Orthotics/Prosthetics,HCPCS Level II
L3300,Orthotic/prosthetic device/service 3300,Orthotics/Prosthetics,HCPCS Level II
L3305,Orthotic/prosthetic device/service 3305,Orthotics/Prosthetics,HCPCS Level II
L3310,Orthotic/prosthetic device/service 3310,Orthotics/Prosthetics,HCPCS Level II
L3315,Orthotic/prosthetic device/service 3315,Orthotics/Prosthetics,HCPCS Level II
L3320,Orthotic/prosthetic device/service 3320,Orthotics/Prosthetics,HCPCS Level II
L3325,Orthotic/prosthetic device/service 3325,Orthotics/Prosthetics,HCPCS Level II
L3330,Orthotic/prosthetic device/service 3330,Orthotics/Prosthetics,HCPCS Level II
L3335,Orthotic/prosthetic device/service 3335,Orthotics/Prosthetics,HCPCS Level II
L3340,Orthotic/prosthetic device/service 3340,Orthotics/Prosthetics,HCPCS Level II
L3345,Orthotic/prosthetic device/service 3345,Orthotics/Prosthetics,HCPCS Level II
L3350,Orthotic/prosthetic device/service 3350,Orthotics/Prosthetics,HCPCS Level II
L3355,Orthotic/prosthetic device/service 3355,Orthotics/Prosthetics,HCPCS Level II
L3360,Orthotic/prosthetic device/service 3360,Orthotics/Prosthetics,HCPCS Level II
L3365,Orthotic/prosthetic device/service 3365,Orthotics/Prosthetics,HCPCS Level II
L3370,Orthotic/prosthetic device/service 3370,Orthotics/Prosthetics,HCPCS Level II
L3375,Orthotic/prosthetic device/service 3375,Orthotics/Prosthetics,HCPCS Level II
L3380,Orthotic/prosthetic device/service 3380,Orthotics/Prosthetics,HCPCS Level II
L3385,Orthotic/prosthetic device/service 3385,Orthotics/Prosthetics,HCPCS Level II
L3390,Orthotic/prosthetic device/service 3390,Orthotics/Prosthetics,HCPCS Level II
L3395,Orthotic/prosthetic device/service 3395,Orthotics/Prosthetics,HCPCS Level II
L3400,Orthotic/prosthetic device/service 3400,Orthotics/Prosthetics,HCPCS Level II
L3405,Orthotic/prosthetic device/service 3405,Orthotics/Prosthetics,HCPCS Level II
L3410,Orthotic/prosthetic device/service 3410,Orthotics/Prosthetics,HCPCS Level II
L3415,Orthotic/prosthetic device/service 3415,Orthotics/Prosthetics,HCPCS Level II
L3420,Orthotic/prosthetic device/service 3420,Orthotics/Prosthetics,HCPCS Level II
L3425,Orthotic/prosthetic device/service 3425,Orthotics/Prosthetics,HCPCS Level II
L3430,Orthotic/prosthetic device/service 3430,Orthotics/Prosthetics,HCPCS Level II
L3435,Orthotic/prosthetic device/service 3435,Orthotics/Prosthetics,HCPCS Level II
L3440,Orthotic/prosthetic device/service 3440,Orthotics/Prosthetics,HCPCS Level II
L3445,Orthotic/prosthetic device/service 3445,Orthotics/Prosthetics,HCPCS Level II
L3450,Orthotic/prosthetic device/service 3450,Orthotics/Prosthetics,HCPCS Level II
L3455,Orthotic/prosthetic device/service 3455,Orthotics/Prosthetics,HCPCS Level II
L3460,Orthotic/prosthetic device/service 3460,Orthotics/Prosthetics,HCPCS Level II
L3465,Orthotic/prosthetic device/service 3465,Orthotics/Prosthetics,HCPCS Level II
L3470,Orthotic/prosthetic device/service 3470,Orthotics/Prosthetics,HCPCS Level II
L3475,Orthotic/prosthetic device/service 3475,Orthotics/Prosthetics,HCPCS Level II
L3480,Orthotic/prosthetic device/service 3480,Orthotics/Prosthetics,HCPCS Level II
L3485,Orthotic/prosthetic device/service 3485,Orthotics/Prosthetics,HCPCS Level II
L3490,Orthotic/prosthetic device/service 3490,Orthotics/Prosthetics,HCPCS Level II
L3495,Orthotic/prosthetic device/service 3495,Orthotics/Prosthetics,HCPCS Level II
L3500,Orthotic/prosthetic device/service 3500,Orthotics/Prosthetics,HCPCS Level II
